action,left_source_id,right_source_id,canonical_station_id,reason,verified_by,verified_at
REVIEW,GL-전라선-KTX-S043,GL-강릉선-KTX-S043,,"잠정 병합(역명 일치 ""서울"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-전라선-KTX-S043,GL-중앙선-KTX-S043,,"잠정 병합(역명 일치 ""서울"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-전라선-KTX-S043,GL-동해선-KTX-S043,,"잠정 병합(역명 일치 ""서울"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-전라선-KTX-S043,GL-경전선-KTX-S043,,"잠정 병합(역명 일치 ""서울"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-강릉선-KTX-S043,GL-중앙선-KTX-S043,,"잠정 병합(역명 일치 ""서울"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-강릉선-KTX-S043,GL-동해선-KTX-S043,,"잠정 병합(역명 일치 ""서울"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-강릉선-KTX-S043,GL-경전선-KTX-S043,,"잠정 병합(역명 일치 ""서울"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-중앙선-KTX-S043,GL-동해선-KTX-S043,,"잠정 병합(역명 일치 ""서울"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-중앙선-KTX-S043,GL-경전선-KTX-S043,,"잠정 병합(역명 일치 ""서울"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-동해선-KTX-S043,GL-경전선-KTX-S043,,"잠정 병합(역명 일치 ""서울"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S077,MG-MG20-S077,,"잠정 병합(역명 일치 ""서울"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S077,ITX-IS01-S077,,"잠정 병합(역명 일치 ""서울"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S077,ITX-IS02-S077,,"잠정 병합(역명 일치 ""서울"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG20-S077,ITX-IS01-S077,,"잠정 병합(역명 일치 ""서울"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG20-S077,ITX-IS02-S077,,"잠정 병합(역명 일치 ""서울"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,ITX-IS01-S077,ITX-IS02-S077,,"잠정 병합(역명 일치 ""서울"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A02,KR-K4-K312,,"잠정 병합(역명 일치 ""공덕"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A02,S1-5-529,,"잠정 병합(역명 일치 ""공덕"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A02,S1-6-2627,,"잠정 병합(역명 일치 ""공덕"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,KR-K4-K312,S1-5-529,,"잠정 병합(역명 일치 ""공덕"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,KR-K4-K312,S1-6-2627,,"잠정 병합(역명 일치 ""공덕"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,S1-5-529,S1-6-2627,,"잠정 병합(역명 일치 ""공덕"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A03,KR-K4-K314,,"잠정 병합(역명 일치 ""홍대입구"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A03,S1-2-239,,"잠정 병합(역명 일치 ""홍대입구"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,KR-K4-K314,S1-2-239,,"잠정 병합(역명 일치 ""홍대입구"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A04,KR-K4-K316,,"잠정 병합(역명 일치 ""디지털미디어시티"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A04,S1-6-2619,,"잠정 병합(역명 일치 ""디지털미디어시티"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,KR-K4-K316,S1-6-2619,,"잠정 병합(역명 일치 ""디지털미디어시티"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A042,S9-9-0905,,"잠정 병합(역명 일치 ""마곡나루"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A05,GM-G1-G109,,"잠정 병합(역명 일치 ""김포공항"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A05,KR-WS-S13,,"잠정 병합(역명 일치 ""김포공항"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A05,S1-5-512,,"잠정 병합(역명 일치 ""김포공항"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A05,S9-9-0902,,"잠정 병합(역명 일치 ""김포공항"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GM-G1-G109,KR-WS-S13,,"잠정 병합(역명 일치 ""김포공항"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GM-G1-G109,S1-5-512,,"잠정 병합(역명 일치 ""김포공항"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GM-G1-G109,S9-9-0902,,"잠정 병합(역명 일치 ""김포공항"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,KR-WS-S13,S1-5-512,,"잠정 병합(역명 일치 ""김포공항"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,KR-WS-S13,S9-9-0902,,"잠정 병합(역명 일치 ""김포공항"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,S1-5-512,S9-9-0902,,"잠정 병합(역명 일치 ""김포공항"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A06,IC-I1-110,,"잠정 병합(역명 일치 ""계양"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,AR-A1-A07,IC-I2-207,,"잠정 병합(역명 일치 ""검암"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,DX-D1-D05,S1-7-732,,"잠정 병합(역명 일치 ""논현"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,DX-D1-D06,S9-9-0925,,"잠정 병합(역명 일치 ""신논현"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,DX-D1-D07,S1-2-222,,"잠정 병합(역명 일치 ""강남"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,DX-D1-D08,S1-3-342,,"잠정 병합(역명 일치 ""양재"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,DX-D1-D11,KR-K5-K409,,"잠정 병합(역명 일치 ""판교"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,DX-D1-D12,KR-K1-K230,,"잠정 병합(역명 일치 ""정자"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,DX-D1-D04,S1-3-337,,"잠정 병합(역명 일치 ""신사"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,DX-D1-D13,KR-K1-K231,,"잠정 병합(역명 일치 ""미금"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,EV-E1-Y110,KR-K1-K237,,"잠정 병합(역명 일치 ""기흥"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-경전선-KTX-S027,GL-경전선-SRT-S027,,"잠정 병합(역명 일치 ""마산"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG15-S044,MG-MG16-S044,,"잠정 병합(역명 일치 ""마산"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG15-S044,ITX-IS02-S044,,"잠정 병합(역명 일치 ""마산"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG16-S044,ITX-IS02-S044,,"잠정 병합(역명 일치 ""마산"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GU-8-807,KR-K4-K123,,"잠정 병합(역명 일치 ""구리"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GX-A-X103,KR-3-314,,"잠정 병합(역명 일치 ""대곡"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GX-A-X103,KR-K4-K322,,"잠정 병합(역명 일치 ""대곡"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GX-A-X103,KR-WS-S11,,"잠정 병합(역명 일치 ""대곡"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,KR-3-314,KR-K4-K322,,"잠정 병합(역명 일치 ""대곡"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,KR-3-314,KR-WS-S11,,"잠정 병합(역명 일치 ""대곡"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,KR-K4-K322,KR-WS-S11,,"잠정 병합(역명 일치 ""대곡"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GX-A-X105,S1-3-321,,"잠정 병합(역명 일치 ""연신내"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GX-A-X105,S1-6-2615,,"잠정 병합(역명 일치 ""연신내"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,S1-3-321,S1-6-2615,,"잠정 병합(역명 일치 ""연신내"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GX-A-X108,KR-K1-K221,,"잠정 병합(역명 일치 ""수서"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GX-A-X108,S1-3-349,,"잠정 병합(역명 일치 ""수서"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,KR-K1-K221,S1-3-349,,"잠정 병합(역명 일치 ""수서"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-경부선-SRT-S046,GL-호남선-SRT-S046,,"잠정 병합(역명 일치 ""수서"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-경부선-SRT-S046,GL-전라선-SRT-S046,,"잠정 병합(역명 일치 ""수서"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-경부선-SRT-S046,GL-동해선-SRT-S046,,"잠정 병합(역명 일치 ""수서"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-경부선-SRT-S046,GL-경전선-SRT-S046,,"잠정 병합(역명 일치 ""수서"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-호남선-SRT-S046,GL-전라선-SRT-S046,,"잠정 병합(역명 일치 ""수서"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-호남선-SRT-S046,GL-동해선-SRT-S046,,"잠정 병합(역명 일치 ""수서"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-호남선-SRT-S046,GL-경전선-SRT-S046,,"잠정 병합(역명 일치 ""수서"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-전라선-SRT-S046,GL-동해선-SRT-S046,,"잠정 병합(역명 일치 ""수서"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-전라선-SRT-S046,GL-경전선-SRT-S046,,"잠정 병합(역명 일치 ""수서"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-동해선-SRT-S046,GL-경전선-SRT-S046,,"잠정 병합(역명 일치 ""수서"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GX-A-X109,KR-K5-K410,,"잠정 병합(역명 일치 ""성남"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GX-A-X110,KR-K1-K235,,"잠정 병합(역명 일치 ""구성"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-경부선-SRT-S024,GL-호남선-SRT-S024,,"잠정 병합(역명 일치 ""동탄"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-경부선-SRT-S024,GL-전라선-SRT-S024,,"잠정 병합(역명 일치 ""동탄"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-경부선-SRT-S024,GL-동해선-SRT-S024,,"잠정 병합(역명 일치 ""동탄"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-경부선-SRT-S024,GL-경전선-SRT-S024,,"잠정 병합(역명 일치 ""동탄"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-호남선-SRT-S024,GL-전라선-SRT-S024,,"잠정 병합(역명 일치 ""동탄"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-호남선-SRT-S024,GL-동해선-SRT-S024,,"잠정 병합(역명 일치 ""동탄"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-호남선-SRT-S024,GL-경전선-SRT-S024,,"잠정 병합(역명 일치 ""동탄"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-전라선-SRT-S024,GL-동해선-SRT-S024,,"잠정 병합(역명 일치 ""동탄"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-전라선-SRT-S024,GL-경전선-SRT-S024,,"잠정 병합(역명 일치 ""동탄"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,GL-동해선-SRT-S024,GL-경전선-SRT-S024,,"잠정 병합(역명 일치 ""동탄"", 지역 KTX) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,IC-7-752,KR-WS-S15,,"잠정 병합(역명 일치 ""부천종합운동장"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S072,MG-MG15-S072,,"잠정 병합(역명 일치 ""상동"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG03-S072,ITX-IS01-S072,,"잠정 병합(역명 일치 ""상동"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,MG-MG15-S072,ITX-IS01-S072,,"잠정 병합(역명 일치 ""상동"", 지역 MUGUNGHWA) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,IC-7-759,IC-I1-118,,"잠정 병합(역명 일치 ""부평구청"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,IC-7-761,IC-I2-213,,"잠정 병합(역명 일치 ""석남"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
REVIEW,IC-I1-120,KR-1-152,,"잠정 병합(역명 일치 ""부평"", 지역 SEOUL_METRO) — 좌표 정보가 한쪽 또는 양쪽에 없고 공식 환승 관계도 확인되지 않음 — 수동 검수 필요",,
