action,left_source_id,right_source_id,canonical_station_id,reason,verified_by,verified_at
MERGE,GL-강릉선-KTX-S079,KR-K1-K209,,"KTX 강릉선·중앙선 청량리역과 기존 청량리역(1호선·경춘선·경의중앙선·수인분당선)은 같은 역이다.",user,2026-09-08
MERGE,GL-강릉선-KTX-S040,KR-K2-K120,,"KTX 강릉선·중앙선 상봉역과 기존 상봉역(7호선·경춘선·경의중앙선)은 같은 역이다.",user,2026-09-08
MERGE,GL-강릉선-KTX-S022,KR-K4-K126,,"KTX 강릉선·중앙선 덕소역과 경의중앙선 덕소역은 같은 역이다.",user,2026-09-08
MERGE,GL-강릉선-KTX-S053,KR-K4-K135,,"KTX 강릉선·중앙선 양평역과 경의중앙선 양평역(양평군)은 같은 역이다 — 5호선 양평역(영등포구)과는 이름만 같은 별개 역이므로 그쪽과는 절대 병합하지 않는다.",user,2026-09-08
MERGE,GL-중부내륙선-KTX-S082,DX-D1-D11,,"KTX 중부내륙선 판교역과 기존 판교(판교테크노밸리)역(경강선·신분당선)은 같은 역이다. (2026-09-14: 신분당선 원본 코드 체계가 통일되며 판교의 source_record_id가 DX-D1-4311→DX-D1-D11로 바뀌어 갱신함.)",user,2026-09-08
MERGE,GL-중부내륙선-KTX-S034,KR-K5-K418,,"KTX 중부내륙선 부발역과 경강선 부발역은 같은 역이다.",user,2026-09-08
MERGE,GL-중앙선-KTX-S013,KR-K6-K123,,"KTX 중앙선 기장역과 동해선 기장역은 같은 역이다.",user,2026-09-08
MERGE,GL-중앙선-KTX-S018,KR-K6-K128,,"KTX 중앙선 남창역과 동해선 남창역은 같은 역이다.",user,2026-09-08
MERGE,GL-중앙선-KTX-S045,KR-K6-K118,,"KTX 중앙선 센텀역과 동해선 센텀역은 같은 역이다 — 부산 2호선 '센텀시티(BEXCO.신세계)역'과는 이름이 달라 자동으로도 후보에 오르지 않는다.",user,2026-09-08
MERGE,GL-중앙선-KTX-S050,KR-K6-K120,,"KTX 중앙선 신해운대역과 동해선 신해운대역은 같은 역이다.",user,2026-09-08
MERGE,GL-중앙선-KTX-S081,KR-K6-K132,,"KTX 중앙선 태화강역과 동해선 태화강역은 같은 역이다.",user,2026-09-08
MERGE,GL-중앙선-KTX-S036,KR-K6-K110,,"KTX 중앙선 부전역과 동해선 부전역은 같은 역이다. (2026-09-16 정정: 부산 1호선의 '부전(부산시민공원.송상현광장)역'과는 환승되지 않는 별개 역이라고 봤던 이전 판단은 틀렸다 — 실제로는 환승 가능하다는 사용자 확인에 따라 병합했다, 아래 참고.)",user,2026-09-08
KEEP_SEPARATE,GL-경전선-KTX-S027,GM-G1-G102,,"KTX 경전선의 '마산'(경남 창원시)과 김포골드라인의 '마산역'(경기도 김포시)은 이름만 같을 뿐 전혀 다른 지역의 별개 역이다.",user,2026-09-08
KEEP_SEPARATE,GL-호남선-KTX-S062,DG-2-0223,,"KTX 호남선·전라선의 '용산'(서울)과 대구 2호선의 '용산(서부법원.검찰청입구)역'은 이름만 같을 뿐 전혀 다른 지역의 별개 역이다.",user,2026-09-08
MERGE,GL-경부선-SRT-S046,GX-A-X108,,"SRT(수서발) 수서역과 기존 수서역(3호선·수인분당선·GTX-A)은 같은 역사를 공용하는 환승역이다. SRT 전용 출발역이라 KTX 쪽에는 없다.",user,2026-09-08
MERGE,GL-경부선-SRT-S024,SR-A-X111,,"SRT(수서발) 동탄역과 GTX-A 동탄역은 같은 역사를 공용하는 환승역이다 — 1호선 '서동탄역'과는 이름이 달라 자동으로도 후보에 오르지 않는다.",user,2026-09-08
MERGE,GL-경부선-SRT-S084,KR-1-P164,,"SRT(수서발) 평택지제역과 1호선 평택지제역은 같은 역사를 공용하는 환승역이다.",user,2026-09-08
MERGE,KR-1-P172,GL-경부선-KTX-S078,,"수도권 1호선 아산역과 KTX/SRT 천안아산역은 같은 역사를 공용하는 실제 환승역이지만, 철도와 전철 간 정식 역명이 서로 다르다(사용자 확인) — 병합해 환승 정보는 공유하되 역명은 동기화하지 않는다(각자 원래 이름 그대로 표시·검색된다).",user,2026-09-14
MERGE,MG-MG01-S040,GL-경부선-KTX-S023,,"KTX·대구 1호선·대경선과 같은 동대구역 역사를 공용한다(이미 KTX와 병합된 그룹에 합류).",user,2026-09-15
MERGE,MG-MG01-S033,DG-1-0132,,"대구 도시철도 1호선 대구역과 같은 역사를 공용하는 실제 환승역이다.",user,2026-09-15
MERGE,MG-MG01-S128,KR-K7-K113,,"대경선 왜관역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG01-S015,KR-K7-K110,,"대경선 구미역과 같은 역사를 공용하는 환승역이다 — KTX ""김천(구미)역""과는 다른, 구미 시내의 별개 역이다.",user,2026-09-15
MERGE,MG-MG01-S035,GL-경부선-KTX-S021,,"KTX·대전 1호선과 같은 대전역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG01-S122,GL-경부선-KTX-S061,,"KTX·SRT와 같은 오송역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG01-S181,GL-중부내륙선-KTX-S080,,"KTX 중부내륙선과 같은 충주역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG01-S157,GL-중앙선-KTX-S072,,"KTX 중앙선과 같은 제천역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG01-S031,GL-중앙선-KTX-S020,,"KTX 중앙선과 같은 단양역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG01-S187,GL-중앙선-KTX-S086,,"KTX 중앙선과 같은 풍기역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG01-S114,GL-중앙선-KTX-S059,,"KTX 중앙선과 같은 영주역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG20-S077,GL-경부선-KTX-S043,,"KTX·1호선·4호선·경의중앙선·공항철도·GTX-A와 같은 서울역 역사를 공용한다(이미 병합된 그룹에 합류).",user,2026-09-15
MERGE,MG-MG20-S111,KR-1-139,,"1호선 영등포역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG20-S102,KR-1-P147,,"1호선 안양역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG20-S086,GL-경부선-KTX-S048,,"KTX·1호선·수인분당선과 같은 수원역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG20-S121,KR-1-P160,,"1호선 오산역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG20-S079,KR-1-P163,,"1호선 서정리역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG20-S185,KR-1-P165,,"1호선 평택역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG20-S083,KR-1-P166,,"1호선 성환역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG20-S171,KR-1-P169,,"1호선 천안역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG03-S005,GL-경부선-KTX-S004,,"KTX·대경선과 같은 경산역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG03-S052,GL-경부선-KTX-S033,,"KTX와 같은 밀양역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG03-S050,GL-경부선-KTX-S032,,"KTX와 같은 물금역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG03-S198,BS-2-235,,"부산 도시철도 2호선 화명역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG03-S016,GL-경부선-KTX-S012,,"KTX·부산 3호선과 같은 구포역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG03-S066,BG-B1-0101,,"부산김해경전철 사상(서부터미널)역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG03-S060,GL-경부선-KTX-S035,,"KTX·부산 1호선과 같은 부산역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG04-S131,GL-호남선-KTX-S062,,"KTX·1호선·경의중앙선과 같은 용산역 역사를 공용한다 — 대구 2호선 ""용산(서부법원.검찰청입구)역""과는 이름만 같을 뿐 별개 역이다(이미 KEEP_SEPARATE로 확인됨).",user,2026-09-15
MERGE,MG-MG04-S098,KR-1-P172,,"1호선·KTX·SRT와 같은 아산역 역사를 공용한다(이미 병합된 그룹에 합류) — 무궁화호도 KTX/SRT와 달리 ""천안아산""이 아니라 1호선과 같은 ""아산""으로 표기한다.",user,2026-09-15
MERGE,MG-MG04-S126,KR-1-P176,,"1호선 온양온천역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG04-S141,GL-호남선-KTX-S067,,"KTX와 같은 익산역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG05-S076,GL-호남선-KTX-S042,,"KTX와 같은 서대전역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG05-S007,GL-호남선-KTX-S006,,"KTX와 같은 계룡역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG05-S028,GL-호남선-KTX-S019,,"KTX와 같은 논산역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG05-S154,GL-전라선-KTX-S069,,"KTX와 같은 전주역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG05-S026,GL-전라선-KTX-S017,,"KTX와 같은 남원역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG05-S009,GL-전라선-KTX-S007,,"KTX와 같은 곡성역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG05-S014,GL-전라선-KTX-S011,,"KTX와 같은 구례구역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG05-S087,GL-전라선-KTX-S049,,"KTX와 같은 순천역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG05-S108,GL-전라선-KTX-S055,,"KTX와 같은 여천역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG05-S107,GL-전라선-KTX-S054,,"KTX와 같은 여수엑스포역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG06-S022,GL-호남선-KTX-S014,,"KTX와 같은 김제역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG06-S156,GL-호남선-KTX-S071,,"KTX와 같은 정읍역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG06-S149,GL-호남선-KTX-S068,,"KTX와 같은 장성역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG07-S012,GL-호남선-KTX-S010,,"KTX·광주 1호선과 같은 광주송정역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG07-S024,GL-호남선-KTX-S016,,"KTX와 같은 나주역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG07-S047,GL-호남선-KTX-S029,,"KTX와 같은 목포역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG09-S174,GL-강릉선-KTX-S079,,"KTX·1호선·경춘선·경의중앙선·수인분당선과 같은 청량리역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG09-S037,GL-강릉선-KTX-S022,,"KTX·경의중앙선과 같은 덕소역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG09-S106,GL-강릉선-KTX-S053,,"KTX·경의중앙선 양평역(양평군)과 같은 역사를 공용한다 — 5호선 양평역(영등포구)과는 이름만 같은 별개 역이므로 그쪽과는 병합하지 않는다.",user,2026-09-15
MERGE,MG-MG09-S130,KR-K4-K137,,"경의중앙선 용문역(양평군)과 같은 역사를 공용하는 환승역이다 — 대전 1호선 용문역(대전 서구)과는 이름만 같은 별개 역이므로 그쪽과는 병합하지 않는다.",user,2026-09-15
MERGE,MG-MG09-S164,KR-K4-K138,,"경의중앙선 지평역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
MERGE,MG-MG09-S078,GL-강릉선-KTX-S044,,"KTX와 같은 서원주역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG09-S135,GL-중앙선-KTX-S065,,"KTX와 같은 원주역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG10-S042,GL-강릉선-KTX-S025,,"KTX와 같은 동해역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG11-S137,GL-중앙선-KTX-S066,,"KTX와 같은 의성역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG11-S101,GL-중앙선-KTX-S051,,"KTX와 같은 안동역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG11-S189,DG-1-0149,,"대구 도시철도 1호선 하양역과 같은 역사를 공용하는 환승역이다(하양 연장 개통).",user,2026-09-15
MERGE,MG-MG12-S115,GL-중앙선-KTX-S060,,"KTX와 같은 영천역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG12-S006,GL-경부선-KTX-S005,,"KTX와 같은 경주역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG12-S062,GL-중앙선-KTX-S037,,"KTX와 같은 북울산역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG12-S183,GL-중앙선-KTX-S081,,"KTX·동해선 광역전철과 같은 태화강역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG12-S027,GL-중앙선-KTX-S018,,"KTX·동해선 광역전철과 같은 남창역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG12-S021,GL-중앙선-KTX-S013,,"KTX·동해선 광역전철과 같은 기장역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG12-S095,GL-중앙선-KTX-S050,,"KTX·동해선 광역전철과 같은 신해운대역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG12-S084,GL-중앙선-KTX-S045,,"KTX·동해선 광역전철과 같은 센텀역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG12-S061,GL-중앙선-KTX-S036,,"KTX·동해선 광역전철과 같은 부전역 역사를 공용한다 — 부산 1호선 ""부전(부산시민공원.송상현광장)역""과도 실제로 환승 가능하다(사용자 확인, 2026-09-16).",user,2026-09-15
MERGE,MG-MG13-S186,GL-동해선-KTX-S085,,"KTX 동해선과 같은 포항역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG15-S167,GL-경전선-KTX-S074,,"KTX 경전선과 같은 진영역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG15-S170,GL-경전선-KTX-S077,,"KTX 경전선과 같은 창원중앙역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG15-S169,GL-경전선-KTX-S076,,"KTX 경전선과 같은 창원역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG15-S044,GL-경전선-KTX-S027,,"KTX 경전선 마산역(창원시)과 같은 역사를 공용한다 — 김포골드라인 ""마산역""(김포시)과는 이름만 같은 별개 역이므로 그쪽과는 병합하지 않는다.",user,2026-09-15
MERGE,MG-MG15-S168,GL-경전선-KTX-S075,,"KTX 경전선과 같은 진주역 역사를 공용한다.",user,2026-09-15
MERGE,MG-MG19-S032,GX-A-X103,,"경의중앙선·3호선·서해선·GTX-A 대곡역(고양시)과 같은 역사를 공용한다 — 대구 1호선 ""대곡(정부대구청사)역""과는 이름만 같은 별개 역이므로 그쪽과는 병합하지 않는다.",user,2026-09-15
MERGE,MG-MG19-S138,KR-1-110,,"1호선·의정부경전철 의정부역과 같은 역사를 공용하는 환승역이다.",user,2026-09-15
KEEP_SEPARATE,MG-MG01-S023,GL-경부선-KTX-S015,,"KTX ""김천(구미)역""과 무궁화호 ""김천역""은 다른 역이다(사용자 확인, 2026-09-16) — 아산/천안아산과 같은 표기 차이 사례로 보고 병합했던 이전 판단(2026-09-15)을 정정한다.",user,2026-09-16
KEEP_SEPARATE,MG-MG03-S072,IC-7-756,,"무궁화호 상동역(경부선, 경남 밀양시 인근 — 청도~밀양 사이)과 7호선 상동역(부천시)은 이름만 같을 뿐 완전히 다른 지역의 별개 역이다.",user,2026-09-15
KEEP_SEPARATE,MG-MG05-S109,BS-1-123,,"무궁화호 연산역(호남선, 충남 논산시 연산면 — 계룡~논산 사이)과 부산 1·3호선 연산역(부산 연제구)은 이름만 같을 뿐 완전히 다른 지역의 별개 역이다.",user,2026-09-15
KEEP_SEPARATE,MG-MG04-S184,DX-D1-D11,,"무궁화호 판교역(장항선, 충남 서천군 판교면 — 대천~서천 사이의 시골역)과 판교(판교테크노밸리)역(성남시 분당구, 경강선·신분당선·KTX 중부내륙선)은 이름만 같을 뿐 완전히 다른 지역의 별개 역이다.",user,2026-09-15
KEEP_SEPARATE,MG-MG10-S089,DG-1-0143,,"무궁화호 신기역(태백선, 강원도 삼척시 — 도계~동해 사이)과 대구 1호선 신기역(대구 달서구)은 이름만 같을 뿐 완전히 다른 지역의 별개 역이다.",user,2026-09-15
KEEP_SEPARATE,MG-MG11-S105,KR-K4-K122,,"무궁화호 양원역(영동선, 경북 봉화군 — 분천~승부 사이의 무인 간이역)과 경의중앙선 양원(서울시북부병원)역(서울 중랑구)은 이름만 같을 뿐 완전히 다른 지역의 별개 역이다.",user,2026-09-15
